,affluence,morality,status,affluence_10y_avg,morality_10y_avg,status_10y_avg
1946,0.006921072490513325,0.01870439201593399,0.01902870088815689,-0.011371411662548781,-0.034970020316541194,-0.0029364684596657753
1947,-0.0396496057510376,-0.08759681135416031,0.10127964615821838,-0.01039109556004405,-0.029510349780321122,-0.010479292273521424
1948,-0.03397960215806961,-0.056697696447372437,-0.010093456134200096,0.008399722445756198,-0.03173040673136711,-0.01480417400598526
1949,-0.03216009587049484,-0.012965403497219086,-0.028969895094633102,-0.0063551063649356365,-0.03398555926978588,-0.008368827402591705
1950,-0.0560760423541069,-0.09879719465970993,0.010673649609088898,-0.023656487744301558,-0.03316674008965492,-0.0011260386556386948
1951,-0.03342867270112038,0.04387403279542923,0.022387152537703514,-0.03139826357364654,-0.039984061196446416,-0.004239293746650219
1952,-0.01274937018752098,0.04087952896952629,-0.08571107685565948,-0.032616938650608066,-0.028639997728168963,-0.018945748917758465
1953,0.07917212694883347,-0.07447546720504761,-0.038880832493305206,-0.038473190367221834,-0.03257844615727663,-0.02814680114388466
1954,-0.044529616832733154,-0.06737807393074036,-0.036858320236206055,-0.042985400557518004,-0.037012447603046894,-0.0317423228174448
1955,-0.0700850710272789,-0.03721470758318901,0.03588404506444931,-0.032847797870635985,-0.021143439598381518,-0.03692523166537285
1956,-0.07049668580293655,-0.04946881905198097,-0.012103850021958351,-0.026443966291844846,-0.02228568773716688,-0.04335494842380285
1957,-0.05183635652065277,0.025843823328614235,-0.045784905552864075,-0.02691414039582014,-0.017961453087627886,-0.030394832603633404
1958,-0.0925421193242073,-0.0960821807384491,-0.10210397839546204,-0.03397367428988218,-0.0054731303825974464,-0.025815419852733612
1959,-0.07728219777345657,-0.05730541795492172,-0.06492511183023453,-0.027787961065769196,0.0008118888363242149,-0.024677914194762708
1960,0.04529998451471329,0.05989288538694382,-0.041155438870191574,-0.01682574674487114,0.008194134570658207,-0.026625611819326878
1961,0.03060964308679104,0.03245155140757561,-0.04191001504659653,-0.0034855686128139494,0.012010700814425946,-0.018068619072437286
1962,-0.01745111122727394,0.08412187546491623,0.043890081346035004,0.005226879194378853,0.010849819332361222,-0.010122179612517357
1963,0.008576788008213043,0.050407759845256805,0.006913295015692711,0.01840231381356716,0.031884735077619554,-0.006586017832159996
1964,0.01732751540839672,-0.004527881741523743,-0.025483263656497,0.032204582914710046,0.047049351036548615,0.004989662766456604
1965,0.03953707218170166,0.03660774976015091,0.016407068818807602,0.027406297530978917,0.045068669319152835,0.017315321788191795
1966,0.06290509551763535,-0.011303156614303589,0.07346607744693756,0.018560211081057786,0.03924519885331392,0.0217775646597147
1967,0.03528812155127525,0.014235008507966995,0.03367948904633522,0.018562641460448503,0.033705608919262886,0.02354765422642231
1968,0.03921222686767578,0.11426697671413422,-0.06674236059188843,0.010053781885653734,0.03250378966331482,0.026204712502658368
1969,0.06074049323797226,0.0943407416343689,0.05083169415593147,0.005738864187151194,0.04164365455508232,0.025285336747765542
1970,-0.0026828693225979805,0.04008606821298599,0.08210115134716034,-0.00059678191319108,0.04616136997938156,0.041044548898935315
1971,-0.05785122141242027,-0.025783153250813484,0.0027124136686325073,-0.0019606702961027624,0.040452538430690764,0.03510949071496725
1972,-0.017426807433366776,0.02872597612440586,0.061590977013111115,-0.013396032620221376,0.0397117929533124,0.03723333049565554
1973,-0.07651180773973465,0.03838956728577614,0.033483877778053284,-0.01408562744036317,0.02673271158710122,0.039357065223157406
1974,-0.025821661576628685,0.08687076717615128,-0.03467702120542526,-0.023571107257157563,0.028578702453523876,0.037268351204693316
1975,-0.023819388821721077,0.08178490400314331,0.17399919033050537,-0.016724608093500137,0.02602636432275176,0.01923843640834093
1976,0.049266211688518524,-0.06839147210121155,0.01411549560725689,-0.01036590002477169,0.034163559321314096,0.016302568092942237
1977,-0.07906550168991089,0.0068275537341833115,0.05491788685321808,-0.01023403313010931,0.039726375695317985,-0.0021956775337457655
1978,0.03231627866625786,-0.015523836947977543,-0.045505013316869736,-0.0007971327751874924,0.04096925212070346,-0.0030323484912514686
1979,-0.034114304929971695,0.11280065029859543,0.02994455397129059,-0.0012371834367513657,0.027940075378865004,-0.0017593884840607643
1980,0.06578212231397629,0.014562686905264854,-0.09819799661636353,-0.0031270945444703104,0.02034472981467843,-0.02973980326205492
1981,0.005735859274864197,0.055588796734809875,-0.026646269485354424,-0.004027035646140575,0.03085961090400815,-0.03415636420249939
1982,-0.016108138486742973,0.08435413986444473,-0.12339147925376892,0.0052900448441505436,0.03114660568535328,-0.039470471814274787
1983,0.017857195809483528,0.05081833153963089,0.025117168202996254,-0.00253913514316082,0.03576522441580891,-0.032535340264439584
1984,-0.030222168192267418,-0.043421000242233276,-0.02194742113351822,0.008241301029920578,0.034535915870219466,-0.031163043901324274
1985,-0.04271849989891052,0.00583144836127758,-0.10580495744943619,0.008560335636138916,0.03634198820218444,-0.029604389145970345
1986,0.04026680067181587,0.03675733879208565,-0.030050113797187805,0.005238199234008789,0.027500724699348212,-0.03348605539649725
1987,0.014105303213000298,0.009697501547634602,0.001776810735464096,0.0034127430990338326,0.029462577309459448,-0.026561029814183713
1988,-0.045975521206855774,0.030662350356578827,0.023846302181482315,0.008458790928125381,0.02956024883314967,-0.039299124479293825
1989,0.07369005680084229,0.10050756484270096,0.043667517602443695,0.0074636442586779594,0.03896209327504039,-0.04503097012639046
1990,0.06897246837615967,0.03262341022491455,-0.08261144906282425,0.011101715825498104,0.03333190167322755,-0.03467329982668162
1991,-0.027485504746437073,-0.0328238382935524,-0.06546293199062347,0.0141185337677598,0.03338837968185544,-0.04517737422138453
1992,-0.03436269983649254,0.1039726659655571,-0.054141223430633545,0.018304456397891043,0.03969268351793289,-0.05100677441805601
1993,0.06831767410039902,0.05179504677653313,-0.10226377844810486,0.027463953569531442,0.02996017187833786,-0.0531881257891655
1994,-0.04017363488674164,0.05059744417667389,-0.07926587760448456,0.02459799312055111,0.02453198507428169,-0.05842001754790545
1995,-0.006337784230709076,-0.050470467656850815,-0.0022282544523477554,0.024636008962988853,0.02835472598671913,-0.0443272178992629
1996,0.07043498009443283,0.03732211887836456,-0.13509085774421692,0.04230945371091366,0.028841233626008034,-0.032105290703475474
1997,0.055964529514312744,0.07274053990840912,-0.05651719123125076,0.05431341007351875,0.025188733264803885,-0.02563490029424429
1998,0.04561945050954819,-0.06666276603937149,0.002032788470387459,0.05036023948341608,0.01895048189908266,0.00036948863416910174
1999,0.04503045231103897,0.04622569680213928,-0.008651399984955788,0.05016287360340357,0.017621375061571597,0.006013318710029125
2000,0.06935262680053711,0.07085081934928894,0.05831654742360115,0.05918266419321298,0.02436965387314558,0.012311695888638497
2001,0.14924894273281097,-0.027958761900663376,0.056756339967250824,0.0611475856974721,0.033607260696589945,0.029193377867341042
2002,0.08567686378955841,0.06744766235351562,0.010562680661678314,0.05633389092981815,0.027832113765180112,0.024064795300364494
2003,0.02878596819937229,-0.01058746688067913,0.15778011083602905,0.05073271626606583,0.031296446733176705,0.016466462798416615
2004,-0.04214729368686676,0.03730637580156326,-0.022827576845884323,0.05059459181502461,0.03803458642214537,0.018016351759433745
2005,0.0838601216673851,0.017012320458889008,0.060755517333745956,,,
2006,0.09008419513702393,0.12969818711280823,0.03372596204280853,,,
2007,0.007827581837773323,0.01498907059431076,-0.10780301690101624,,,
2008,-0.010392296127974987,-0.03201943635940552,-0.07395053654909134,,,
2009,0.043649207800626755,0.11360709369182587,0.00684748962521553,,,
