,affluence,morality,status
1900,-0.26351308822631836,-0.18244969844818115,0.17862865328788757
1901,-0.17780868709087372,-0.18950459361076355,0.26517653465270996
1902,-0.24966685473918915,0.010561937466263771,0.15806493163108826
1903,-0.19356676936149597,0.015545530244708061,0.10317754745483398
1904,-0.19715070724487305,-0.04641736298799515,0.06258474290370941
1905,-0.033259317278862,-0.054256372153759,0.13324567675590515
1906,-0.217427596449852,-0.1225532740354538,0.11695633083581924
1907,-0.07383574545383453,-0.08334879577159882,0.15082430839538574
1908,-0.044822804629802704,-0.13893871009349823,0.08921891450881958
1909,-0.12021360546350479,-0.10553443431854248,0.023987477645277977
1910,-0.1702498495578766,-0.032548919320106506,0.18148991465568542
1911,-0.28736573457717896,-0.024987049400806427,0.16197890043258667
1912,-0.23234739899635315,-0.12390662729740143,-0.038434434682130814
1913,-0.027582930400967598,-0.030515432357788086,0.14241884648799896
1914,-0.16133159399032593,-0.1812574565410614,0.12313273549079895
1915,-0.11095605790615082,-0.19851160049438477,0.20393434166908264
1916,-0.12058201432228088,-0.04967807978391647,0.11054130643606186
1917,-0.09721960127353668,-0.15502147376537323,0.004574992693960667
1918,-0.16070351004600525,-0.06319724023342133,0.11667375266551971
1919,-0.1983654946088791,-0.0647866278886795,0.06442410498857498
1920,0.035683028399944305,-0.058927956968545914,0.09934736788272858
1921,-0.06863757222890854,-0.011063043028116226,0.06744125485420227
1922,-0.12305112183094025,-0.0724865272641182,0.11926979571580887
1923,-0.13996848464012146,-0.07995845377445221,0.1399553120136261
1924,0.008195560425519943,-0.17664732038974762,0.08469294011592865
1925,-0.19009220600128174,0.0032845009118318558,-0.05290679261088371
1926,-0.08206890523433685,-0.09598188102245331,0.13966217637062073
1927,-0.13538244366645813,-0.07229653745889664,0.048061735928058624
1928,-0.03526616096496582,-0.10464359819889069,0.222918301820755
1929,-0.12181887775659561,-0.15169794857501984,0.08161420375108719
1930,-0.09120240807533264,-0.12820875644683838,0.15119893848896027
1931,-0.06773841381072998,0.04692448303103447,0.029547054320573807
1932,-0.15346182882785797,-0.10938571393489838,0.12411592900753021
1933,-0.14311185479164124,-0.15681926906108856,0.11248777061700821
1934,-0.08811717480421066,-0.08943121135234833,0.03315155208110809
1935,-0.13807490468025208,-0.122220978140831,0.08829624950885773
1936,-0.16416457295417786,-0.07278988510370255,0.04102654382586479
1937,-0.16516199707984924,-0.026147445663809776,0.11318198591470718
1938,-0.205875426530838,-0.044619105756282806,0.0925108939409256
1939,-0.21268858015537262,-0.025561979040503502,0.046317100524902344
1940,-0.13385355472564697,-0.09678830951452255,0.09133614599704742
1941,-0.05742615461349487,-0.033002063632011414,0.11602392047643661
1942,-0.07135173678398132,-0.0628986656665802,0.16199921071529388
1943,-0.047629065811634064,-0.03883899748325348,0.048950619995594025
1944,-0.12572142481803894,0.033396169543266296,0.15415430068969727
1945,-0.08449552953243256,-0.17275884747505188,0.11301426589488983
1946,-0.20005938410758972,-0.0636524111032486,0.025365468114614487
1947,-0.23688846826553345,0.0005791685543954372,0.05471501126885414
1948,-0.13668036460876465,-0.08457894623279572,0.15264877676963806
1949,-0.15117651224136353,0.00624966062605381,0.10728591680526733
1950,-0.1529577225446701,0.009782902896404266,0.10634078085422516
1951,-0.07494287937879562,-0.02531477063894272,0.005676595494151115
1952,-0.1487179696559906,-0.06747989356517792,0.17664434015750885
1953,-0.04853694885969162,-0.10616667568683624,0.05790744349360466
1954,-0.059809330850839615,-0.02853464148938656,0.12071492522954941
1955,-0.17137053608894348,-0.053039081394672394,0.0477595254778862
1956,-0.12031330168247223,-0.08588217198848724,0.14608541131019592
1957,-0.13102231919765472,0.11217442154884338,0.10215441137552261
1958,-0.19050496816635132,-0.04100017249584198,0.09927892684936523
1959,-0.11020752787590027,-0.025694452226161957,0.05571437627077103
1960,-0.18307411670684814,-0.033751681447029114,0.09511935710906982
1961,-0.15555737912654877,0.01827901601791382,0.06482523679733276
1962,-0.11601299047470093,0.07091337442398071,0.0201815627515316
1963,-0.1556234359741211,-0.021640416234731674,0.06853200495243073
1964,-0.14674539864063263,0.03795277327299118,0.06343819200992584
1965,-0.14681819081306458,-0.0996064841747284,0.08586762845516205
1966,-0.1321721225976944,-0.07330029457807541,0.11496004462242126
1967,-0.15797895193099976,-0.07005017250776291,0.049475256353616714
1968,-0.19483038783073425,-0.059384994208812714,0.08254393190145493
1969,-0.15991874039173126,-0.003946464508771896,0.09674353897571564
1970,-0.10669619590044022,-0.06278778612613678,0.07039455324411392
1971,-0.23485912382602692,-0.025679126381874084,0.12705913186073303
1972,-0.2228907346725464,-0.051708903163671494,0.1077682226896286
1973,-0.23447132110595703,-0.014689553529024124,-0.03243459016084671
1974,-0.20032209157943726,0.026219679042696953,0.04117560386657715
1975,-0.17417219281196594,-0.019228899851441383,0.19459295272827148
1976,-0.20003916323184967,-0.055386170744895935,0.11681585758924484
1977,-0.18369188904762268,-0.015203430317342281,0.06289808452129364
1978,-0.24173903465270996,0.037476614117622375,0.09070169925689697
1979,-0.16006246209144592,-0.03422430902719498,0.1934022307395935
1980,-0.21257902681827545,0.005597913637757301,-0.059229589998722076
1981,-0.22243916988372803,-0.070664182305336,0.06138155236840248
1982,-0.26694294810295105,-0.029427874833345413,-0.09387955069541931
1983,-0.24878381192684174,0.05786298215389252,0.09924043715000153
1984,-0.20923295617103577,0.06162303313612938,0.10735303163528442
1985,-0.15175950527191162,0.06289725005626678,0.12396903336048126
1986,-0.22337931394577026,-0.006321519613265991,0.12373378872871399
