,year,words
84,1945,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
85,1969,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
86,1973,"['anarchisme', 'libertarisme', 'fédéralisme']"
87,2003,"['anarchisme', 'libertarisme']"
88,1959,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
89,1966,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
90,1915,"['anarchisme', 'libertarisme', 'libéralisme', 'fédéralisme', 'pluralisme']"
91,1942,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
92,1951,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
93,1901,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
94,1930,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
95,1967,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
96,1963,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
97,1981,"['anarchisme', 'libertarisme', 'fédéralisme']"
98,1938,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
99,1974,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
100,2000,"['anarchisme', 'libertarisme', 'fédéralisme']"
101,1950,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
102,1927,"['anarchisme', 'libertarisme', 'libéralisme', 'fédéralisme', 'pluralisme']"
103,1937,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
104,1936,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
105,2008,"['anarchisme', 'libertarisme', 'fédéralisme']"
106,1965,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
107,1909,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
108,1988,"['anarchisme', 'libertarisme', 'fédéralisme']"
109,1953,"['anarchisme', 'libertarisme', 'fédéralisme', 'pluralisme']"
