,year,words
88,1959,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
89,1966,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
90,1915,"['inflation', 'stock', 'corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialisation', 'industrialiser', 'matérialiste', 'retranchement']"
91,1942,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialisme', 'matérialiste', 'retranchement']"
92,1951,"['stock', 'corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
93,1901,"['inflation', 'corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialisation', 'industrialiser', 'matérialiste', 'retranchement']"
94,1930,"['stock', 'corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
95,1967,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
96,1963,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
97,1981,"['corporatisme', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
98,1938,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
99,1974,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
100,2000,"['corporatisme', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
101,1950,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
102,1927,"['stock', 'corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialiser', 'retranchement']"
103,1937,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
104,1936,"['corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialiser', 'retranchement']"
105,2008,"['corporatisme', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
106,1965,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
107,1909,"['inflation', 'stock', 'corporatisme', 'mondialisation', 'globaliser', 'modernisation', 'moderniser', 'industrialisation', 'industrialiser', 'matérialiste', 'retranchement']"
108,1988,"['corporatisme', 'globaliser', 'moderniser', 'industrialiser', 'matérialiste', 'retranchement']"
109,1953,"['corporatisme', 'mondialisation', 'globaliser', 'moderniser', 'industrialiser', 'retranchement']"
