,year,words
34,1962,"['autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
35,1970,"['conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
36,1921,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
37,1917,"['autoritario', 'autoritarismo', 'comunismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
38,1923,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
39,1949,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
40,1905,"['autoritario', 'autoritarismo', 'comunista', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanesimo', 'umanista', 'utopia', 'utopica']"
41,1914,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
42,2009,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
43,1912,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopia', 'utopica']"
44,1994,"['autoritarismo', 'anarchico', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populista', 'progressismo', 'utopica']"
45,1935,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopia', 'utopica']"
46,1984,"['autoritarismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
47,1952,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
48,1989,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
49,1929,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
50,2005,"['autoritarismo', 'anarchismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
51,1996,"['conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
52,1911,"['autoritario', 'autoritarismo', 'comunista', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
53,1933,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
54,1982,"['autoritarismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'progressista', 'utopica']"
55,1904,"['autoritario', 'autoritarismo', 'comunista', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopia', 'utopica']"
56,1964,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
57,1941,"['autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'capitalista', 'utopia', 'utopica']"
58,1979,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
59,1907,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanesimo', 'umanista', 'utopica']"
60,1992,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populista', 'progressismo', 'utopica']"
61,1926,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopia', 'utopica']"
62,1976,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
63,1986,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'utopica']"
64,1957,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
65,1947,"['autoritario', 'autoritarismo', 'totalitarismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
66,1920,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
67,1968,"['anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
68,1946,"['autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
69,1961,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
70,2002,"['conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'utopica']"
71,1932,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
72,1980,"['anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'utopica']"
73,1977,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
74,1902,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanesimo', 'utopica']"
75,1931,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
76,2007,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
77,1918,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
78,1990,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'progressismo', 'progressista', 'utopica']"
79,1939,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'capitalista', 'utopica']"
80,1925,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
81,1910,"['autoritario', 'autoritarismo', 'comunista', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanesimo', 'umanista', 'utopica']"
