,year,words
100,2000,"['bureaucrat', 'ministry,regime']"
101,1950,"['bureaucrat', 'bureaucrats', 'ministry,regime']"
102,1927,"['jurisdictional', 'bureaucrat', 'bureaucrats', 'ministry,regime']"
103,1937,"['bureaucrat', 'bureaucrats', 'ministry,regime']"
104,1936,"['bureaucrat', 'bureaucrats', 'ministry,regime']"
105,2008,"['bureaucrat', 'ministry,regime']"
106,1965,"['bureaucrat', 'ministry,regime']"
107,1909,"['jurisdictional', 'bureaucrat', 'bureaucrats', 'ministry,regime']"
108,1988,"['bureaucrat', 'ministry,regime']"
109,1953,"['bureaucrat', 'ministry,regime']"
