,year,vector
0,1985,"[-3.492188476026058, 2.8314047111198306, -1.8326380727812648, -4.127698987722397, -0.722107614390552, 1.591393120586872, -1.2971219427417964, 6.487404495477676, 0.20231740176677704, -3.9256965778768063, -2.299207627773285, 2.335702769458294, -1.0441531985998154, -0.9875340405851603, 2.6691924780607224, -3.3229593336582184, 0.3988359868526459, -1.7889206130057573, 2.365450292825699, -2.4733031853102148, -2.0867319218814373, 2.090810041874647, -0.47433730587363243, 4.986770033836365, -2.214544080197811, -2.2062514992430806, 5.4431850127875805, 3.1312161944806576, -0.08853063732385635, 1.8641567826271057, 0.4807087890803814, 0.6477175131440163, -2.469096317421645, -0.7928274907171726, -0.1685784012079239, -3.664424628019333, -3.148295858874917, -2.3545398451387882, -2.779053419828415, 1.7547306269407272, -0.46603798493742943, 1.9010698944330215, -0.9942005425691605, -2.045211635529995, -2.935577291995287, 6.700598627328873, -2.2747158873826265, -0.110147625207901, 2.4991586841642857, -2.557620234787464, -3.058627829886973, -2.5545948557555676, -2.8876699954271317, -2.5083611011505127, -0.5704876109957695, 0.6194616749417037, 1.8605260699987411, -1.788691595196724, -1.4624331146478653, 2.674922153353691, -2.1752604134380817, 1.5131113529205322, -3.224402219057083, 0.14203464053571224, 0.32265713065862656, 3.115949911996722, -0.10726150497794151, -2.73697280138731, -3.0194670036435127, 4.109917968511581, 4.010356016457081, -1.8859874159097672, -2.257870170287788, -2.71787378937006, -5.405943721532822, -1.0475373566150665, -2.1662945933640003, 0.10997522622346878, -0.4394810348749161, -0.9398370459675789, 0.7879671230912209, -2.7767506390810013, -0.7533264150843024, -1.7092549437656999, 1.113154485821724, 0.27209601551294327, 3.7031275741755962, 0.07444712892174721, -0.031957488507032394, 3.2749180272221565, 0.7887759879231453, 0.2762552611529827, 1.3839231133460999, -1.879802668467164, 0.6415809988975525, -1.258022926747799, -1.704711559228599, -2.8367679864168167, -2.3379866739269346, 0.6112026497721672, -3.1612460017204285, -3.0917157158255577, 1.1837432943284512, 0.6439496427774429, -3.913322690874338, -2.5263349916785955, -7.8155635595321655, -2.01037672534585, 2.3185344114899635, 0.047876663506031036, -1.2319197580218315, -4.092600923962891, 7.961254797875881, 3.0470630526542664, 0.34230929613113403, -2.342697937041521, 4.768347632139921, -1.9130230020236922, 1.0923384875059128, 0.7135839909315109, 6.388386785984039, 2.4761417247354984, 1.1569616124033928, -3.006532912142575, 0.17751148622483015, 4.493145935237408, -0.08415390494337771, 0.023221299052238464, -2.9371801912784576, -0.7286711148917675, -1.3840996995568275, -0.9083772376179695, -0.15066077560186386, 3.04355551302433, -1.825478546321392, 3.6784642999991775, 2.692235143855214, 1.5361501723527908, 0.08621045388281345, -0.788457565009594, -0.5160453766584396, -1.9205500334501266, 3.6449773758649826, 5.263547740876675, 6.269049033522606, -3.299299292266369, 1.9383179247379303, 2.096256822347641, 3.6115464568138123, 6.603108271956444, 4.086496114730835, 0.6383413579314947, 2.034994315356016, -0.9391010329127312, 2.4501940719783306, -4.642951399087906, 3.3247404024004936, -4.613809219561517, 0.5413093008100986, -1.0317215323448181, 0.11503738909959793, 1.7159341489896178, -0.6829836592078209, -2.9187396559864283, 3.348159922286868, -4.066098000854254, -0.11789996176958084, 0.48097042087465525, -2.195920292288065, 0.6154414685443044, 0.11843417584896088, -1.0457377273123711, 3.3468684554100037, 0.7999404054135084, -2.1765420511364937, -0.7777379527688026, -3.5205508433282375, 5.122939541935921, 1.098277822136879, -2.2818481288850307, -4.97539259493351, -0.682504010386765, 3.0738496594130993, -5.800839001312852, -2.0541042995173484, 0.25992828607559204, 3.937947740778327, 4.776340577751398, 2.376522421836853, -2.7864288724958897, -0.9178138813003898, 0.17855150997638702, 6.048630749806762, 7.552441701292992, 0.033098788728239015, 4.51295829564333, 1.2702612727880478, 2.9110361635684967, -5.322730362415314, 5.9960925579071045, 3.1366421282291412, 0.8128279447555542, -6.497023731470108, -0.3490983620285988, 0.3462333083152771, -0.45515816658735275, -4.606893906369805, 1.361505463719368, 1.9595929123461246, -7.151830401271582, 1.9904614446568303, -3.473528940230608, 3.0364663898944855, -3.74033422768116, -2.240381618961692, 1.8116528987884521, 3.364883080124855, -3.421239610761404, 0.23054103553295135, 3.285609398037195, -1.8701239228248596, -3.556491658091545, 5.264530006796122, -1.879253663122654, 1.082103967666626, -0.391427889931947, -3.4101643972098827, 3.219501346349716, -2.521169498562813, -2.1523092463612556, 1.764714103192091, 3.186607889831066, -1.387366658076644, 0.37197587452828884, -0.40202459692955017, -0.13995534926652908, 2.67660591006279, -3.257934160530567, -0.8147390559315681, -0.9450211934745312, 2.5406119618564844, 0.8134640417993069, 0.6946854144334793, 3.2459873610641807, -5.8180230576545, -5.24181529507041, -2.929865561425686, 3.242544963955879, -1.3995976448059082, -0.8539768606424332, -0.674624864012003, 2.9721474051475525, -3.784675703383982, 0.6769271418452263, -4.382122799754143, 2.2768289260566235, 0.2507798559963703, 0.2679833397269249, -0.8837788663804531, 1.5159233314916492, -2.8514584451913834, -2.327892929315567, 3.2262585759162903, -0.4123976081609726, -2.9341721311211586, -1.5777667313814163, 2.064968128222972, 2.3459884002804756, -2.795356184244156, 0.9166117552667856, 2.6350926011800766, -2.9935303926467896, 0.7751274853944778, -2.6965926066040993, 3.9301607944071293, 2.311959259212017, -0.8977698683738708, 2.5305320098996162, -1.983942701248452, 3.873079726472497, 0.8662746697664261, 2.5058427695184946, 1.9553065039217472, 4.8126469776034355, -4.869539208710194, 6.6868062019348145, 2.1299967989325523, -0.028515618294477463, 2.3154832627624273, -1.1197082921862602, -0.4477793285623193, 4.184255674481392, -0.7371385246515274, -2.541637748479843, -3.0690522268414497, -2.4730403327848762, -5.711428187787533, 1.3448496721684933, 3.8344340100884438, -4.060174152255058]"
1,1943,"[0.11464761942625046, 1.5817034840583801, 0.5689736604690552, -2.223910588771105, 0.35030214488506317, 0.4924132712185383, 0.945283979177475, -0.16107752360403538, 4.961898356676102, -0.6108537912368774, -0.7670574262738228, -0.6188405770808458, 1.2216017693281174, 0.94986891746521, -3.6512912660837173, -0.331410251557827, -0.8010890260338783, 0.5248589646071196, -2.202137306332588, -0.48957665637135506, -0.9337359368801117, 1.1111726853996515, 3.2517802864313126, 0.5188429374247789, 0.7772490084171295, 0.8183263838291168, 1.3300804197788239, -1.6951924785971642, 0.23135241121053696, 1.779691922944039, -1.4802365899085999, 0.533004641532898, -0.01004384458065033, 0.17078826390206814, -0.3699442520737648, -1.0777098760008812, -0.7628153692930937, -1.118272066116333, 2.9253692775964737, -1.844708003103733, -0.6205875426530838, -1.0679683536291122, -0.2882487177848816, -2.4032217860221863, 2.6430356577038765, -0.35498110949993134, 0.9887885693460703, -0.11642544344067574, -1.2002992182970047, -0.7231839075684547, -0.11028429865837097, 0.7294947877526283, 1.1811049431562424, 0.8342537432909012, -1.1569349318742752, -0.09436407499015331, -0.0023716241121292114, 0.23238444328308105, 0.5479816272854805, -1.6676788497716188, 0.7610030844807625, 0.2926758397370577, -1.022822842001915, 0.11855658888816833, 1.9027155041694641, 1.4732188433408737, 0.5263792052865028, -0.020327046513557434, 0.3593049496412277, -0.7200345247983932, 0.47685686498880386, 0.23856391943991184, -0.14911969751119614, 0.6695159571245313, -1.0036880355328321, -0.963393822312355, -0.26395854353904724, 0.3889172933995724, -1.3935206811875105, -1.1037718504667282, 0.0480268495157361, -0.41815729439258575, -0.12613484635949135, 1.1951014623045921, 0.007363080978393555, -1.5812718644738197, -1.9313343353569508, 1.7417600825428963, -1.8404774516820908, -0.0407046340405941, 0.7321911491453648, -1.0621869266033173, 0.85342051461339, -0.10857962816953659, 0.006151936948299408, -2.046598367393017, 1.2556151524186134, 2.0230269636958838, -0.6024943105876446, 0.039947327226400375, -0.15054122358560562, 0.08820014912635088, -2.15591898560524, 0.03392746392637491, -0.7405633572489023, -0.43610117584466934, -0.19300878047943115, -0.2903248406946659, -0.29686234798282385, -0.5131332371383905, 0.6969764903187752, 1.4057509005069733, 2.0829731207340956, -1.410282213240862, 1.4646653160452843, 0.8639876395463943, -1.0952417515218258, -0.05988243222236633, 0.911561343818903, -1.3190718740224838, 0.589869724586606, 0.36766866594552994, -1.2024983428418636, 0.379096744582057, 0.9460765272378922, 0.7892632856965065, -0.6158470893278718, -0.15316687524318695, -0.2913064695894718, 0.5979078048840165, -1.9954826086759567, -1.949976623058319, 3.814452923834324, 0.6552251353859901, 1.5175633262842894, 0.1857229471206665, 0.8151059001684189, -0.7652461007237434, 1.2891474217176437, 2.538865014910698, 0.21904785931110382, 0.1611606329679489, 0.09505299478769302, -1.4675623178482056, 0.10309663414955139, -1.2253259420394897, -0.00030067935585975647, -2.086608961224556, 0.48537427745759487, -1.5471456088125706, -0.7082124454900622, -0.49068362824618816, 0.003903687000274658, 0.8293456435203552, 2.334732301533222, 0.8760992139577866, 1.727882823208347, -0.757582351565361, 0.0004237685352563858, 1.6244659423828125, -0.6005091974511743, 0.4964176192879677, -0.7451148629188538, 0.019705185666680336, -2.1484849117696285, -0.43848190642893314, 1.6879607988521457, 0.32816951908171177, 1.9135720804333687, -0.9908439218997955, 0.38861770927906036, -0.17335033416748047, -0.42811502516269684, 2.6475767493247986, 2.2812972962856293, -1.2191509380936623, -0.7837142758071423, -2.5869482532143593, 1.1607275009155273, -0.39722578087821603, -0.454426646232605, 0.6693107653409243, 1.8254051245748997, 0.7931092083454132, 0.5264612138271332, -0.3565856274217367, -0.29948604851961136, -2.858080491423607, -1.4126326255500317, -0.9701999649405479, 2.1355432607233524, -1.1333851851522923, 0.1871010661125183, -0.03323229402303696, 0.7595926001667976, 0.06783446297049522, -0.1671773218549788, -0.38147376477718353, 0.2654649633914232, 1.1188150718808174, 1.1644290201365948, -1.4088045805692673, 0.6348451150697656, -1.0892752557992935, -0.7681505866348743, -0.9136532880365849, 0.7657377906143665, -0.6441028863191605, 3.6948578506708145, -1.964291200041771, 1.2507534965407103, -0.22355780377984047, -1.7633388824760914, -0.8126342482864857, 1.094588102772832, 0.17324091587215662, -0.5927131399512291, -1.2591914907097816, -1.5422388687729836, 0.866290345788002, -0.9779075272381306, 1.7973280102014542, -1.543722489848733, 0.536324180662632, -1.2638911735266447, -1.4464717209339142, -0.8281126571819186, -0.9836994484066963, -0.5550751574337482, -0.910307303071022, 1.1124759372323751, 0.037911009043455124, 0.41952820494771004, -0.46874197386205196, 0.9585292190313339, -0.1044202521443367, -0.36414684914052486, 0.6924150567501783, -0.6091657914221287, 0.4734261929988861, -1.327413716353476, 0.3559887772426009, 0.6524508520960808, -1.7802440309897065, 1.3314687870442867, -0.17721488326787949, -0.975591167807579, 1.147308748215437, 1.0244445465505123, -1.4391173720359802, -0.12139742076396942, -0.786348320543766, 0.2859533354640007, -0.0001868847757577896, 0.14635052159428596, -0.6255427785217762, -1.4191021509468555, 1.0484329536557198, -0.38758258894085884, 0.7183702513575554, 0.19543156027793884, -0.7599793374538422, 2.116448625922203, 0.6055080574005842, 0.5501152607612312, -1.4355195201933384, -0.21786173433065414, -0.6043837666511536, 0.533798411488533, -1.4925848543643951, 0.3026745207607746, 1.6136276423931122, 1.3177674300968647, 0.5305999219417572, -0.7851035892963409, -0.15187169495038688, -0.3347768187522888, -0.18623316008597612, -1.1732555776834488, 0.2837219536304474, -0.6567859835922718, -0.19136660546064377, 0.5807057395577431, 1.045231118798256, 1.2217768430709839, -1.680124394595623, 0.8413819149136543, 1.1262769140303135, 2.1094862818717957, 1.215025819838047, -1.5854207575321198, -0.5878505036234856, -0.9095953553915024, 0.3456172067672014, -0.6409997865557671, 1.301931831985712, -0.9583569094538689, -1.3795261457562447, -0.34175671823322773, 0.32741281390190125]"
2,1993,"[-0.5304502733051777, 2.777733013033867, 10.852589309215546, -4.257051696069539, 3.323073137551546, -0.9538049679249525, -2.641972467303276, 6.940533123910427, 3.182352028787136, 0.5811951272189617, -5.627746134996414, -2.76637564599514, 0.010738758370280266, 2.8339720517396927, 4.78381435573101, -1.2939618462696671, -1.1757707009091973, -4.188343722373247, -3.8310590237379074, -6.9454480484128, -0.2039337232708931, 2.495166815817356, -0.6565022319555283, 3.370966874063015, 0.7793316021561623, 2.728228548541665, 0.8766487240791321, -3.8202828764915466, -0.10888019949197769, -0.9790687635540962, -3.619728744029999, -3.1214248733595014, -2.5402674367651343, 4.765405334532261, -0.9513966739177704, 0.8819551086053252, -2.1836743720341474, 0.43392953649163246, 3.7468740306794643, 1.7572721093893051, 2.053693185094744, -2.1318077370524406, -0.3247540397569537, 0.43478394765406847, 2.345264647156, 1.5112747219391167, -2.765526077710092, -1.323610246181488, -1.2645205883309245, -2.957739979028702, -4.339266405557282, 5.088347461074591, -1.607029341161251, 7.105956539511681, -0.694938549771905, 0.550119623541832, -0.5630157347768545, 2.0311493799090385, 4.316149335354567, -1.0132291615009308, -1.1895237052813172, 3.923020508373156, -1.373973898589611, 1.3838323410600424, 2.571966730058193, 0.6727463863790035, -1.8545108172984328, -1.9575565233826637, -1.2761254184879363, 3.264220215380192, -4.212290793657303, -4.07598964869976, 1.4822388514876366, -2.8488375265151262, -2.6262635700404644, 2.539964479394257, 1.8238571844995022, 1.5970939621329308, 1.864476588089019, -1.4514603316783905, 3.6766794435679913, -1.9240155587904155, 0.8424100205302238, 1.0825283771846443, 2.295370876789093, 1.7225968837738037, 1.0764562748372555, -3.5641948748379946, -0.04951333627104759, -3.2730622868984938, 1.353510357439518, -3.636566087603569, 2.628066398203373, -1.7251403219997883, -0.6298819035291672, -0.3100068774074316, 2.770824583247304, 3.8773872330784798, -0.3267630338668823, 0.19403478130698204, 2.375569673255086, -8.406288549304008, -1.5595819540321827, -0.05917459726333618, 0.7305394262075424, 1.959610491991043, -5.085044391453266, 2.3821793515235186, -1.2602904811501503, 0.5104183442890644, -2.0098585318773985, -3.2458488531410694, 1.937830314040184, -6.164531111717224, 0.5280277766287327, 4.408398114144802, -0.04861295595765114, -0.17789192870259285, -2.017128761857748, -0.6264956314116716, -1.1545373871922493, 0.3618348194286227, 2.4970404878258705, 0.8038818538188934, -3.4028234258294106, 0.7398088872432709, -2.7874032743275166, 4.573510035872459, 1.1813396401703358, -0.25800032541155815, -0.5466508399695158, -1.1752026081085205, 0.8309893012046814, -0.8368394449353218, -0.28531779907643795, -1.7691213488578796, -0.5062038637697697, -2.976438008248806, -3.0301979705691338, -0.2920142039656639, -0.8363482337445021, -2.625989705324173, -1.3519087918102741, -1.906451255083084, 0.028124471195042133, 0.9725420493632555, 1.8155421540141106, 1.5287299454212189, 0.2168306251987815, -1.629927173256874, -0.15272149443626404, -0.39405375719070435, -1.2731738798320293, 2.2114220932126045, -4.459011394530535, 4.031516373157501, -1.355683682486415, 0.026186950504779816, 1.3651252929121256, -0.43649299442768097, -0.254151426255703, -0.1299990564584732, -2.054887756705284, -0.6175788044929504, 2.87299482524395, -0.7043230533599854, 0.00559417437762022, 0.8719385154545307, -0.3095166739076376, -2.7674859017133713, 0.25469132512807846, 0.919375367462635, -0.7347892457619309, -2.3388944044709206, 1.1326265260577202, -2.4073436409235, 1.7777205985039473, 2.6885626912117004, 0.34201904386281967, -1.196881514042616, 1.2428706772625446, -3.260546234669164, 0.9147277772426605, 2.796147957444191, -2.4391299039125443, 1.7166649550199509, -1.963309533894062, 0.3276962377130985, 1.945453703403473, -1.3875275757163763, 1.3707402683794498, 0.9613343849778175, -1.57719805277884, 0.11414021253585815, 1.697455607354641, -2.0740432292222977, 0.34793587774038315, -1.7941848952323198, -0.09641503542661667, -0.329348661005497, -0.8925833515822887, 0.06335130147635937, -1.0377371404320002, -0.06364744901657104, 3.4426705092191696, -2.0064958850853145, -0.4394717845134437, 1.0994284823536873, 1.4143251031637192, 0.02122971974313259, -0.36833544820547104, -2.078199230134487, -0.40695400536060333, -1.7893070857971907, -1.564865566790104, 0.8901315098628402, -0.49518707394599915, 0.9176334505900741, 3.1553082447499037, -1.0349025782197714, 2.4071306735277176, 4.734439201653004, -4.022955696796998, 1.7247452626470476, 5.13351035118103, 5.005954295396805, 3.015223652124405, -1.0353292748332024, 3.6333250254392624, -0.9999384433031082, 3.611982623580843, -2.5998503863811493, -1.085880758240819, -3.793973907828331, -0.831073253415525, 1.566144373267889, -1.302694246172905, 4.9492035415023565, 5.750491723418236, 0.32560397684574127, -0.3914448507130146, 5.027020081877708, 0.6545998640358448, 4.180249281227589, 3.0320812463760376, -1.6862161792814732, -2.360378298908472, -2.6217164900153875, 2.7153888642787933, 1.3640447929501534, -1.1578545570373535, 0.4423867240548134, 1.5660328529775143, 2.9836798748001456, 1.695707879960537, -3.5996814370155334, -4.398983716964722, -1.2988417018204927, -1.9227219969034195, -2.3140975013375282, -0.18357163295149803, -1.1311294063925743, 3.3425538912415504, 0.9563597273081541, 0.9359343920368701, 6.949055217206478, 4.052705381065607, 2.3845436722040176, -2.5559232383966446, -3.991271734237671, -2.9990239366889, 0.1302250735461712, -4.110338509082794, 1.191733755171299, -1.1009549796581268, 4.154152501374483, 0.45175591949373484, 1.2305071745067835, 1.4396643340587616, -0.7066473215818405, -0.5823174901306629, -0.45805567502975464, 2.9473346769809723, -1.6272313445806503, 5.6178073063492775, -0.010067403316497803, -1.5598048318643123, -0.6820741146802902, -2.0418391972780228, -0.7262614816427231, 2.283731736242771, -4.401490889489651, -4.808539062738419, 3.402852136641741, -2.3290943186730146, -4.686053138226271, 3.0813673362135887, 1.7246935479342937, -0.19584768824279308, -2.516558602452278]"
3,1995,"[1.668596088886261, 2.0073821395635605, 5.299181763082743, -1.204135313630104, 1.8039104593917727, 0.583637535572052, 1.1925865299999714, 3.4822827205061913, 0.13265186548233032, 3.381919853389263, -0.23257956095039845, -3.9615069180727005, 1.2002685777842999, 4.489229644648731, 5.64620466530323, 4.338990204967558, 3.414229664951563, -0.010712549090385437, -2.027807403705083, -4.156367585062981, -1.4828977808356285, -1.0239731669425964, -5.134336769580841, 5.916986681520939, -3.284526824951172, -0.5631130039691925, 2.466215766966343, -0.003696054220199585, 2.0012519620358944, 1.4267522618174553, 0.9422538168728352, 0.3321536462754011, 1.9451258908957243, 2.225167576223612, -2.8623383045196533, 0.4893524646759033, 0.07753405719995499, 0.5942063704133034, 1.3305651489645243, 1.1622994923964143, 2.396012119948864, 2.3980975337326527, 2.8441778793931007, 2.125557452440262, 3.2576602902263403, -0.514534012414515, -3.4307878613471985, 1.9029209990985692, -2.401978336274624, 1.9211515970528126, 2.8714171275496483, 2.573946289718151, -3.586717192083597, 5.152732294052839, -2.783244553953409, -3.1331972256302834, 0.8283367566764355, -8.155979618430138, 7.532703436911106, -7.893525689840317, 3.65724465996027, 2.054416287894128, 3.177141986787319, -0.6028659781441092, 0.8108706809580326, -4.626579940319061, -2.4315798562020063, -7.71969373524189, 0.09412882477045059, 2.6000605821609497, -1.6461111484095454, -3.517507180571556, 0.32125695049762726, 2.4929224075749516, -0.7345043569803238, -5.394188441336155, 0.5410204455256462, -1.693845508620143, 0.2688882648944855, -3.3928840905427933, 3.5636917017400265, 1.0184948667883873, 2.1987901516258717, -0.04439071333035827, 4.644537471234798, 0.013686791062355042, -0.8052282482385635, 0.4527982836589217, -0.31295079179108143, -2.578985683619976, 2.7186596412211657, -1.6852190271019936, 1.1220512146828696, 1.48549610003829, -2.1865044459700584, -0.6361429579555988, 2.2697927206754684, -0.8955686166882515, -2.094672664999962, -5.155555972829461, 0.1653165202587843, -0.2933884337544441, -0.6476568467915058, 1.5586591474711895, -1.1526765041053295, 4.831875070929527, -1.7634086176985875, 1.8550127297639847, 0.4032205566763878, 0.1296820428688079, 2.0044097900390625, 0.8460308127105236, 1.1353876180946827, -3.3918684665113688, -0.4248551484197378, 1.4026172049343586, -2.587840713560581, -2.766550902277231, -0.9737970316782594, 0.8570063635706902, 3.213927149772644, 0.5554109439253807, 1.68834088742733, -1.7153653111308813, -2.5628297813236713, 2.0819243267178535, 0.13807759433984756, 1.4457128420472145, -0.011555198580026627, 0.3065330311655998, -0.12640580954030156, 0.28069426165893674, -1.8875578790903091, -1.5956286415457726, 1.3940731631591916, -2.7564784437417984, 1.5351216197013855, -4.5458189733326435, 1.9526090547442436, 2.0761139222886413, -1.9982897639274597, -1.5188176929950714, -1.9584261253476143, -4.346261218190193, 3.7711534574627876, -0.836262583732605, 0.1509612798690796, -2.031482915394008, 2.682989541441202, -1.3638905920088291, -4.146277986466885, 1.3529800092801452, -8.000165268778801, -2.6193014569580555, -4.157469540834427, 4.82732006162405, 1.959669828414917, -0.36672380566596985, 1.6655866242945194, -2.756121054291725, -3.157741218805313, -0.45889822393655777, -2.806780611164868, -0.45459994673728943, 4.745178170502186, 5.276244968175888, 1.5500781908631325, -0.9473541676998138, 3.9125850424170494, -2.6790930330753326, 3.012129433453083, 2.6699596815742552, -0.28207943961024284, -0.7273242324590683, 2.7149326615035534, 0.8533505611121655, 0.2805950492620468, -1.4796784222126007, -0.3122205585241318, -1.3870203662663698, 3.3420094698667526, 0.3559248745441437, 2.628687836229801, -3.7952666953206062, 2.9515904039144516, 0.6717018634080887, -0.9334140457212925, -2.320038159377873, 1.9239596277475357, 3.69966584444046, 5.018613558262587, 2.8268916085362434, -2.5522855296730995, 1.0665585324168205, 3.211894499603659, -0.2966945469379425, 0.5685851201415062, -1.4334466269938275, -1.3181481510400772, -2.8415487352758646, 3.67905130982399, 0.6080812313593924, 0.4318876676261425, 1.7826277986168861, -2.2518305629491806, -1.938021905720234, -3.5571221224963665, -1.874421551823616, -2.6311004161834717, -1.1024747602641582, -4.078362450003624, 2.6165237072855234, -4.345087233930826, 1.9666240811347961, 0.5966097672935575, 1.601269856095314, -1.2011517127975821, -1.104866810142994, 0.9636405361816287, 1.5126226916909218, 1.041868877131492, 1.2090079383924603, 2.386537062935531, -3.739239826798439, 1.0356615744531155, -1.9915145311970264, -0.6438563633710146, -0.15953032299876213, 7.319512695074081, 1.1466197504778393, 0.05001934617757797, 1.716549351811409, -2.314111642539501, 3.7832373529672623, -1.686089813709259, 2.0940337176434696, -3.9811713322997093, -2.7609572410583496, 0.11239345581270754, -0.5310110207647085, 0.4454622454941273, 3.4127484261989594, -1.1800122484564781, -2.949343454092741, 2.928190838545561, -2.8214564844965935, -0.5481836721301079, -0.8901806734502316, -0.4169718064367771, 5.359877556562424, 2.4633867889642715, 0.903089034371078, 1.8536083325743675, -2.4060094878077507, -2.6839336194097996, -4.1076385378837585, -0.29703664034605026, 3.8355726711452007, 2.263336420059204, -0.9026547819375992, -2.227524556219578, -1.1915332786738873, -1.7198153920471668, -2.1990706138312817, 1.7920896895229816, 1.2594173327088356, 3.8942996747791767, -0.812184676527977, -0.46776121854782104, 2.42037944868207, -1.8700745655223727, 1.2068138215690851, -1.48174636811018, 2.4548785984516144, -0.7171496599912643, 0.9298376617953181, 0.6428171852603555, 1.7602017242461443, 0.6593261994421482, -2.164034303277731, 2.5388598944991827, 2.110018238425255, -0.40838387608528137, -2.183641405776143, 0.3351180702447891, -1.7503702044487, -0.3330339640378952, -1.6380857452750206, 0.8957805633544922, -3.1312967389822006, -3.1904034288600087, 6.169031071010977, -0.2841051518917084, -4.3195970505476, 0.8891950473189354, 2.5204877331852913, 2.9068382680416107, -2.0975669398903847, 0.5015992429107428, -3.4022189900279045]"
